lat,lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence
28.82399999999999,77.11599999999997,69,69,1072,1072,1.0
28.82399999999999,77.13599999999997,67,67,1081,1081,1.0
28.82399999999999,77.15599999999996,28,28,441,441,1.0
28.82399999999999,77.17599999999996,31,37,515,432,0.709589
28.82399999999999,77.19599999999996,31,37,515,432,0.709589
28.82399999999999,77.21599999999995,35,35,855,855,1.0
28.82399999999999,77.23599999999995,37,37,2006,2006,1.0
28.82399999999999,77.25599999999994,37,37,2006,2006,1.0
28.82399999999999,77.27599999999994,36,43,2014,1686,0.951098
28.82399999999999,77.29599999999994,29,29,1076,1076,1.0
28.82399999999999,77.31599999999993,29,29,1076,1076,1.0
28.82399999999999,77.33599999999993,29,29,1076,1076,1.0
28.82399999999999,77.35599999999992,49,49,1573,1573,1.0
28.82399999999999,77.37599999999992,33,33,748,748,1.0
28.84399999999999,76.936,88,88,1093,1093,1.0
28.84399999999999,76.956,29,39,1409,1048,0.892842
28.84399999999999,76.976,49,49,1586,1586,1.0
28.84399999999999,76.996,49,49,1586,1586,1.0
28.84399999999999,77.01599999999999,75,75,816,816,1.0
28.84399999999999,77.03599999999999,54,54,891,891,1.0
28.84399999999999,77.05599999999998,31,36,849,731,0.851333
28.84399999999999,77.07599999999998,37,37,709,709,1.0
28.84399999999999,77.09599999999998,38,38,257,257,1.0
28.84399999999999,77.11599999999997,42,42,304,304,1.0
28.84399999999999,77.13599999999997,37,37,499,499,1.0
28.84399999999999,77.15599999999996,37,37,499,499,1.0
28.84399999999999,77.17599999999996,36,36,1106,1106,1.0
28.84399999999999,77.19599999999996,36,36,1097,1097,1.0
28.84399999999999,77.21599999999995,37,37,2006,2006,1.0
28.84399999999999,77.23599999999995,30,30,1969,1969,1.0
28.84399999999999,77.25599999999994,33,44,2346,1759,0.955988
28.84399999999999,77.27599999999994,36,43,2014,1686,0.951098
28.84399999999999,77.29599999999994,36,43,2014,1686,0.951098
28.84399999999999,77.31599999999993,91,91,1098,1098,1.0
28.84399999999999,77.33599999999993,36,36,2108,2108,1.0
28.84399999999999,77.35599999999992,91,91,1098,1098,1.0
28.84399999999999,77.37599999999992,33,33,748,748,1.0
28.86399999999999,76.936,28,37,1459,1104,0.874473
28.86399999999999,76.956,88,88,1093,1093,1.0
28.86399999999999,76.976,88,88,1093,1093,1.0
28.86399999999999,76.996,42,47,2229,1992,0.906281
28.86399999999999,77.01599999999999,75,75,816,816,1.0
28.86399999999999,77.03599999999999,43,43,1369,1369,1.0
28.86399999999999,77.05599999999998,37,43,1592,1369,0.752779
28.86399999999999,77.07599999999998,36,43,1512,1266,0.833809
28.86399999999999,77.09599999999998,28,33,397,337,0.897645
28.86399999999999,77.11599999999997,69,69,1072,1072,1.0
28.86399999999999,77.13599999999997,67,67,1081,1081,1.0
28.86399999999999,77.15599999999996,34,34,610,610,1.0
28.86399999999999,77.17599999999996,34,34,610,610,1.0
28.86399999999999,77.19599999999996,35,35,855,855,1.0
28.86399999999999,77.21599999999995,35,35,855,855,1.0
28.86399999999999,77.23599999999995,30,30,1969,1969,1.0
28.86399999999999,77.25599999999994,30,30,1969,1969,1.0
28.86399999999999,77.27599999999994,30,30,1969,1969,1.0
28.86399999999999,77.29599999999994,44,44,617,617,1.0
28.86399999999999,77.31599999999993,34,34,1974,1974,1.0
28.86399999999999,77.33599999999993,91,91,1135,1135,1.0
28.86399999999999,77.35599999999992,49,49,1573,1573,1.0
28.86399999999999,77.37599999999992,33,33,748,748,1.0
